Variation #,Input,Other
316,"Tensor<[1, 440, 7, 7]> input = ?","Tensor<[1, 440, 7, 7]> other = ?"
317,"Tensor<[1, 144, 28, 28]> input = ?","Tensor<[1, 144, 28, 28]> other = ?"
318,"Tensor<[1, 320, 14, 14]> input = ?","Tensor<[1, 320, 14, 14]> other = ?"
319,"Tensor<[1, 784, 7, 7]> input = ?","Tensor<[1, 784, 7, 7]> other = ?"
320,"Tensor<[1, 2016, 7, 7]> input = ?","Tensor<[1, 2016, 7, 7]> other = ?"
321,Tensor<[800]> input = ?,Tensor other = 0.5
322,Tensor<[1066]> input = ?,Tensor other = 0.5
323,"Tensor<[1, 3, 800, 1066]> input = ?","Tensor<[1, 3, 800, 1066]> other = ?"
324,"Tensor<[1, 64, 1, 1]> input = ?",Tensor other = 0.0
325,"Tensor<[1, 64, 400, 544]> input = ?","Tensor<[1, 64, 1, 1]> other = ?"
326,"Tensor<[1, 64, 200, 272]> input = ?","Tensor<[1, 64, 1, 1]> other = ?"
327,"Tensor<[1, 256, 1, 1]> input = ?",Tensor other = 0.0
328,"Tensor<[1, 256, 200, 272]> input = ?","Tensor<[1, 256, 1, 1]> other = ?"
329,"Tensor<[1, 256, 200, 272]> input = ?","Tensor<[1, 256, 200, 272]> other = ?"
330,"Tensor<[1, 128, 1, 1]> input = ?",Tensor other = 0.0
331,"Tensor<[1, 128, 200, 272]> input = ?","Tensor<[1, 128, 1, 1]> other = ?"
332,"Tensor<[1, 128, 100, 136]> input = ?","Tensor<[1, 128, 1, 1]> other = ?"
333,"Tensor<[1, 512, 1, 1]> input = ?",Tensor other = 0.0
334,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[1, 512, 1, 1]> other = ?"
335,"Tensor<[1, 512, 100, 136]> input = ?","Tensor<[1, 512, 100, 136]> other = ?"
336,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[1, 256, 1, 1]> other = ?"
337,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[1, 256, 1, 1]> other = ?"
338,"Tensor<[1, 1024, 1, 1]> input = ?",Tensor other = 0.0
339,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[1, 1024, 1, 1]> other = ?"
340,"Tensor<[1, 1024, 50, 68]> input = ?","Tensor<[1, 1024, 50, 68]> other = ?"
341,"Tensor<[1, 512, 50, 68]> input = ?","Tensor<[1, 512, 1, 1]> other = ?"
342,"Tensor<[1, 512, 25, 34]> input = ?","Tensor<[1, 512, 1, 1]> other = ?"
343,"Tensor<[1, 2048, 1, 1]> input = ?",Tensor other = 0.0
344,"Tensor<[1, 2048, 25, 34]> input = ?","Tensor<[1, 2048, 1, 1]> other = ?"
345,"Tensor<[1, 2048, 25, 34]> input = ?","Tensor<[1, 2048, 25, 34]> other = ?"
346,Tensor<[50]> input = ?,Tensor other = 0.0
347,Tensor<[68]> input = ?,Tensor other = 0.0
348,"Tensor<[1, 256, 50, 68]> input = ?","Tensor<[1, 256, 50, 68]> other = ?"
349,Tensor<[100]> input = ?,Tensor other = 0.0
350,Tensor<[136]> input = ?,Tensor other = 0.0
351,"Tensor<[1, 256, 100, 136]> input = ?","Tensor<[1, 256, 100, 136]> other = ?"
352,"Tensor<[13600, 1, 4]> input = ?","Tensor<[1, 9, 4]> other = ?"
353,"Tensor<[3400, 1, 4]> input = ?","Tensor<[1, 9, 4]> other = ?"
354,"Tensor<[850, 1, 4]> input = ?","Tensor<[1, 9, 4]> other = ?"
355,"Tensor<[221, 1, 4]> input = ?","Tensor<[1, 9, 4]> other = ?"
356,"Tensor<[63, 1, 4]> input = ?","Tensor<[1, 9, 4]> other = ?"
357,Tensor<[0]> input = ?,Tensor<[0]> other = ?
358,"Tensor<[0, 1]> input = ?","Tensor<[0, 1]> other = ?"
359,"Tensor<[1, 24, 768]> input = ?","Tensor<[1, 24, 768]> other = ?"
360,"Tensor<[24, 24]> input = ?",Tensor other = 160
361,"Tensor<[12, 24, 24]> input = ?","Tensor<[12, 24, 24]> other = ?"
362,"Tensor<[1, 12, 24, 24]> input = ?","Tensor<[1, 1, 24, 24]> other = ?"
363,"Tensor<[1, 12, 1, 24]> input = ?","Tensor<[1, 1, 1, 24]> other = ?"
364,"Tensor<[1, s0, 768]> input = ?","Tensor<[1, s0, 768]> other = ?"
365,"Tensor<[1, 96, 80]> input = ?","Tensor<[1, 96, 80]> other = ?"
366,"Tensor<[1, 256, 384]> input = ?","Tensor<[1, 256, 384]> other = ?"
367,"Tensor<[1, 128, 1536]> input = ?","Tensor<[1, 128, 1536]> other = ?"
368,"Tensor<[1, 64, 6144]> input = ?","Tensor<[1, 64, 6144]> other = ?"
369,"Tensor<[1, 32, 24576]> input = ?","Tensor<[1, 32, 24576]> other = ?"
370,Tensor<[300]> input = ?,Tensor other = 0.5
371,"Tensor<[1, 3, 300, 300]> input = ?","Tensor<[1, 3, 300, 300]> other = ?"
372,Tensor<[38]> input = ?,Tensor other = 0.5
373,Tensor<[19]> input = ?,Tensor other = 0.5
374,"Tensor<[8732, 2]> input = ?","Tensor<[8732, 2]> other = ?"
375,Tensor<[8732]> input = ?,Tensor<[8732]> other = ?
376,"Tensor<[8732, 1]> input = ?","Tensor<[8732, 1]> other = ?"
377,Tensor<[]> input = ?,Tensor<[]> other = ?
378,"Tensor<[25, 4]> input = ?","Tensor<[25, 1]> other = ?"
379,"Tensor<[64, 4, 49, 49]> input = ?","Tensor<[1, 4, 49, 49]> other = ?"
380,"Tensor<[1, 56, 56, 128]> input = ?","Tensor<[1, 56, 56, 128]> other = ?"
381,"Tensor<[1, 64, 4, 49, 49]> input = ?","Tensor<[1, 64, 1, 49, 49]> other = ?"
382,"Tensor<[16, 8, 49, 49]> input = ?","Tensor<[1, 8, 49, 49]> other = ?"
383,"Tensor<[1, 28, 28, 256]> input = ?","Tensor<[1, 28, 28, 256]> other = ?"
384,"Tensor<[1, 16, 8, 49, 49]> input = ?","Tensor<[1, 16, 1, 49, 49]> other = ?"
385,"Tensor<[4, 16, 49, 49]> input = ?","Tensor<[1, 16, 49, 49]> other = ?"
386,"Tensor<[1, 14, 14, 512]> input = ?","Tensor<[1, 14, 14, 512]> other = ?"
387,"Tensor<[1, 4, 16, 49, 49]> input = ?","Tensor<[1, 4, 1, 49, 49]> other = ?"
388,"Tensor<[1, 32, 49, 49]> input = ?","Tensor<[1, 32, 49, 49]> other = ?"
389,"Tensor<[1, 7, 7, 1024]> input = ?","Tensor<[1, 7, 7, 1024]> other = ?"
390,"Tensor<[64, 3, 49, 49]> input = ?","Tensor<[1, 3, 49, 49]> other = ?"
391,"Tensor<[1, 56, 56, 96]> input = ?","Tensor<[1, 56, 56, 96]> other = ?"
392,"Tensor<[1, 64, 3, 49, 49]> input = ?","Tensor<[1, 64, 1, 49, 49]> other = ?"
393,"Tensor<[16, 6, 49, 49]> input = ?","Tensor<[1, 6, 49, 49]> other = ?"
394,"Tensor<[1, 28, 28, 192]> input = ?","Tensor<[1, 28, 28, 192]> other = ?"
395,"Tensor<[1, 16, 6, 49, 49]> input = ?","Tensor<[1, 16, 1, 49, 49]> other = ?"
396,"Tensor<[4, 12, 49, 49]> input = ?","Tensor<[1, 12, 49, 49]> other = ?"
397,"Tensor<[1, 14, 14, 384]> input = ?","Tensor<[1, 14, 14, 384]> other = ?"
398,"Tensor<[1, 4, 12, 49, 49]> input = ?","Tensor<[1, 4, 1, 49, 49]> other = ?"
399,"Tensor<[1, 24, 49, 49]> input = ?","Tensor<[1, 24, 49, 49]> other = ?"
400,"Tensor<[1, 7, 7, 768]> input = ?","Tensor<[1, 7, 7, 768]> other = ?"
401,"Tensor<[64, 4, 64, 64]> input = ?","Tensor<[1, 4, 64, 64]> other = ?"
402,"Tensor<[1, 64, 64, 128]> input = ?","Tensor<[1, 64, 64, 128]> other = ?"
403,"Tensor<[1, 64, 4, 64, 64]> input = ?","Tensor<[1, 64, 1, 64, 64]> other = ?"
404,"Tensor<[16, 8, 64, 64]> input = ?","Tensor<[1, 8, 64, 64]> other = ?"
405,"Tensor<[1, 32, 32, 256]> input = ?","Tensor<[1, 32, 32, 256]> other = ?"
406,"Tensor<[1, 16, 8, 64, 64]> input = ?","Tensor<[1, 16, 1, 64, 64]> other = ?"
407,"Tensor<[4, 16, 64, 64]> input = ?","Tensor<[1, 16, 64, 64]> other = ?"
408,"Tensor<[1, 16, 16, 512]> input = ?","Tensor<[1, 16, 16, 512]> other = ?"
409,"Tensor<[1, 4, 16, 64, 64]> input = ?","Tensor<[1, 4, 1, 64, 64]> other = ?"
410,"Tensor<[1, 32, 64, 64]> input = ?","Tensor<[1, 32, 64, 64]> other = ?"
411,"Tensor<[1, 8, 8, 1024]> input = ?","Tensor<[1, 8, 8, 1024]> other = ?"
412,"Tensor<[64, 3, 64, 64]> input = ?","Tensor<[1, 3, 64, 64]> other = ?"
413,"Tensor<[1, 64, 64, 96]> input = ?","Tensor<[1, 64, 64, 96]> other = ?"
414,"Tensor<[1, 64, 3, 64, 64]> input = ?","Tensor<[1, 64, 1, 64, 64]> other = ?"
415,"Tensor<[16, 6, 64, 64]> input = ?","Tensor<[1, 6, 64, 64]> other = ?"
416,"Tensor<[1, 32, 32, 192]> input = ?","Tensor<[1, 32, 32, 192]> other = ?"
417,"Tensor<[1, 16, 6, 64, 64]> input = ?","Tensor<[1, 16, 1, 64, 64]> other = ?"
418,"Tensor<[4, 12, 64, 64]> input = ?","Tensor<[1, 12, 64, 64]> other = ?"
419,"Tensor<[1, 16, 16, 384]> input = ?","Tensor<[1, 16, 16, 384]> other = ?"
420,"Tensor<[1, 4, 12, 64, 64]> input = ?","Tensor<[1, 4, 1, 64, 64]> other = ?"
421,"Tensor<[1, 24, 64, 64]> input = ?","Tensor<[1, 24, 64, 64]> other = ?"
422,"Tensor<[1, 8, 8, 768]> input = ?","Tensor<[1, 8, 8, 768]> other = ?"
423,"Tensor<[1, 10, 1]> input = ?",Tensor other = 1e-06
424,"Tensor<[10, 10]> input = ?",Tensor other = 0
425,"Tensor<[10, 10]> input = ?",Tensor other = 8
426,"Tensor<[10, 10]> input = ?","Tensor<[10, 10]> other = ?"
427,"Tensor<[1, 12, 10, 10]> input = ?","Tensor<[1, 12, 10, 10]> other = ?"
428,"Tensor<[1, 12, 1, 1]> input = ?","Tensor<[1, 1, 1, 1]> other = ?"
429,"Tensor<[1, 12, 1, 1]> input = ?","Tensor<[1, 12, 1, 1]> other = ?"
430,"Tensor<[1, 12, 1, 10]> input = ?","Tensor<[1, 1, 1, 10]> other = ?"
431,"Tensor<[1, 12, 1, 10]> input = ?","Tensor<[1, 12, 1, 10]> other = ?"
432,"Tensor<[1, 12, 1, 2]> input = ?","Tensor<[1, 1, 1, 2]> other = ?"
433,"Tensor<[1, 12, 1, 2]> input = ?","Tensor<[1, 12, 1, 2]> other = ?"
434,"Tensor<[1, 12, 1, s0 + 1]> input = ?","Tensor<[1, 1, 1, s0 + 1]> other = ?"
435,"Tensor<[1, 12, 1, s0 + 1]> input = ?","Tensor<[1, 12, 1, s0 + 1]> other = ?"
436,"Tensor<[1, 16, 10, 10]> input = ?","Tensor<[1, 1, 1, 10]> other = ?"
437,"Tensor<[1, 16, 10, 10]> input = ?","Tensor<[1, 16, 10, 10]> other = ?"
438,"Tensor<[1, 10, 1024]> input = ?","Tensor<[1, 10, 1024]> other = ?"
439,"Tensor<[1, 16, 1, 1]> input = ?","Tensor<[1, 1, 1, 1]> other = ?"
440,"Tensor<[1, 16, 1, 1]> input = ?","Tensor<[1, 16, 1, 1]> other = ?"
441,"Tensor<[1, 16, 1, 10]> input = ?","Tensor<[1, 1, 1, 10]> other = ?"
442,"Tensor<[1, 16, 1, 10]> input = ?","Tensor<[1, 16, 1, 10]> other = ?"
443,"Tensor<[1, 16, 1, 2]> input = ?","Tensor<[1, 1, 1, 2]> other = ?"
444,"Tensor<[1, 16, 1, 2]> input = ?","Tensor<[1, 16, 1, 2]> other = ?"
445,"Tensor<[1, 16, 1, s0 + 1]> input = ?","Tensor<[1, 1, 1, s0 + 1]> other = ?"
446,"Tensor<[1, 16, 1, s0 + 1]> input = ?","Tensor<[1, 16, 1, s0 + 1]> other = ?"
447,"Tensor<[1, 8, 10, 10]> input = ?","Tensor<[1, 1, 1, 10]> other = ?"
448,"Tensor<[1, 8, 10, 10]> input = ?","Tensor<[1, 8, 10, 10]> other = ?"
449,"Tensor<[1, 10, 512]> input = ?","Tensor<[1, 10, 512]> other = ?"
450,"Tensor<[1, 8, 1, 1]> input = ?","Tensor<[1, 1, 1, 1]> other = ?"
451,"Tensor<[1, 8, 1, 1]> input = ?","Tensor<[1, 8, 1, 1]> other = ?"
452,"Tensor<[1, 8, 1, 10]> input = ?","Tensor<[1, 1, 1, 10]> other = ?"
453,"Tensor<[1, 8, 1, 10]> input = ?","Tensor<[1, 8, 1, 10]> other = ?"
454,"Tensor<[1, 8, 1, 2]> input = ?","Tensor<[1, 1, 1, 2]> other = ?"
455,"Tensor<[1, 8, 1, 2]> input = ?","Tensor<[1, 8, 1, 2]> other = ?"
456,"Tensor<[1, 8, 1, s0 + 1]> input = ?","Tensor<[1, 1, 1, s0 + 1]> other = ?"
457,"Tensor<[1, 8, 1, s0 + 1]> input = ?","Tensor<[1, 8, 1, s0 + 1]> other = ?"
458,"Tensor<[1, 12, 9, 9]> input = ?","Tensor<[1, 1, 1, 9]> other = ?"
459,"Tensor<[1, 9, 768]> input = ?","Tensor<[1, 9, 768]> other = ?"
460,"Tensor<[1, 9, 3072]> input = ?","Tensor<[1, 9, 3072]> other = ?"
461,"Tensor<[1, 9, 3072]> input = ?",Tensor other = 1.0
462,"Tensor<[1, 192, 7, 7]> input = ?","Tensor<[1, 192, 7, 7]> other = ?"
463,"Tensor<[1, 24, 60, 60]> input = ?","Tensor<[1, 24, 60, 60]> other = ?"
464,"Tensor<[1, 40, 30, 30]> input = ?","Tensor<[1, 40, 30, 30]> other = ?"
465,"Tensor<[1, 80, 15, 15]> input = ?","Tensor<[1, 80, 15, 15]> other = ?"
466,"Tensor<[1, 112, 15, 15]> input = ?","Tensor<[1, 112, 15, 15]> other = ?"
467,"Tensor<[1, 192, 8, 8]> input = ?","Tensor<[1, 192, 8, 8]> other = ?"
468,"Tensor<[1, 24, 65, 65]> input = ?","Tensor<[1, 24, 65, 65]> other = ?"
469,"Tensor<[1, 48, 33, 33]> input = ?","Tensor<[1, 48, 33, 33]> other = ?"
470,"Tensor<[1, 88, 17, 17]> input = ?","Tensor<[1, 88, 17, 17]> other = ?"
471,"Tensor<[1, 120, 17, 17]> input = ?","Tensor<[1, 120, 17, 17]> other = ?"
472,"Tensor<[1, 208, 9, 9]> input = ?","Tensor<[1, 208, 9, 9]> other = ?"
473,"Tensor<[1, 32, 75, 75]> input = ?","Tensor<[1, 32, 75, 75]> other = ?"
474,"Tensor<[1, 48, 38, 38]> input = ?","Tensor<[1, 48, 38, 38]> other = ?"
475,"Tensor<[1, 96, 19, 19]> input = ?","Tensor<[1, 96, 19, 19]> other = ?"
476,"Tensor<[1, 136, 19, 19]> input = ?","Tensor<[1, 136, 19, 19]> other = ?"
477,"Tensor<[1, 232, 10, 10]> input = ?","Tensor<[1, 232, 10, 10]> other = ?"
478,"Tensor<[1, 32, 95, 95]> input = ?","Tensor<[1, 32, 95, 95]> other = ?"
479,"Tensor<[1, 56, 48, 48]> input = ?","Tensor<[1, 56, 48, 48]> other = ?"
480,"Tensor<[1, 112, 24, 24]> input = ?","Tensor<[1, 112, 24, 24]> other = ?"
481,"Tensor<[1, 160, 24, 24]> input = ?","Tensor<[1, 160, 24, 24]> other = ?"
482,"Tensor<[1, 272, 12, 12]> input = ?","Tensor<[1, 272, 12, 12]> other = ?"
483,"Tensor<[1, 14, 128]> input = ?","Tensor<[1, 14, 128]> other = ?"
484,"Tensor<[1, 12, 14, 14]> input = ?","Tensor<[1, 1, 1, 14]> other = ?"
485,"Tensor<[1, 14, 768]> input = ?","Tensor<[1, 14, 768]> other = ?"
486,"Tensor<[1, 14, 3072]> input = ?","Tensor<[1, 14, 3072]> other = ?"
487,"Tensor<[1, 14, 3072]> input = ?",Tensor other = 1.0
488,"Tensor<[1, 1370, 1280]> input = ?","Tensor<[1, 1370, 1280]> other = ?"
489,"Tensor<[1, 50, 1024]> input = ?","Tensor<[1, 50, 1024]> other = ?"
490,"Tensor<[1, 128, 75, 75]> input = ?","Tensor<[1, 128, 75, 75]> other = ?"
491,"Tensor<[1, 256, 75, 75]> input = ?","Tensor<[1, 256, 75, 75]> other = ?"
492,"Tensor<[1, 256, 38, 38]> input = ?","Tensor<[1, 256, 38, 38]> other = ?"
493,"Tensor<[1, 728, 38, 38]> input = ?","Tensor<[1, 728, 38, 38]> other = ?"
494,"Tensor<[1, 728, 19, 19]> input = ?","Tensor<[1, 728, 19, 19]> other = ?"
495,"Tensor<[1, 1024, 10, 10]> input = ?","Tensor<[1, 1024, 10, 10]> other = ?"
